"MEG_ID"	"Type"	"Class"	"Mechanism"	"Group"	"SNP"
"MEG_2447"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CUSB"	NA
"MEG_2448"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CUSC"	NA
"MEG_2449"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CUSC"	NA
"MEG_2450"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CUSC"	NA
"MEG_2451"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CUSF"	NA
"MEG_2452"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_regulator"	"CUSR"	NA
"MEG_2453"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_regulator"	"CUSS"	NA
"MEG_2454"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUTA"	NA
"MEG_2455"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUTC"	NA
"MEG_2456"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUTC"	NA
"MEG_2457"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUTE"	NA
"MEG_2458"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUTF"	NA
"MEG_2459"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUTO"	NA
"MEG_2460"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CUTR"	NA
"MEG_2461"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZCA"	NA
"MEG_2462"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZCA"	NA
"MEG_2463"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZCB"	NA
"MEG_2464"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZCB"	NA
"MEG_2465"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_regulator"	"CZCC"	NA
"MEG_2466"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_regulator"	"CZCCM"	NA
"MEG_2467"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_regulator"	"CZCCM"	NA
"MEG_2468"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_regulator"	"CZCCM"	NA
"MEG_2469"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_regulator"	"CZCD"	NA
"MEG_2470"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZCE"	NA
"MEG_2471"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZCP"	NA
"MEG_2472"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_regulator"	"CZCR"	NA
"MEG_2473"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_regulator"	"CZCR"	NA
"MEG_2474"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_regulator"	"CZCS"	NA
"MEG_2475"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_regulator"	"CZCS"	NA
"MEG_2476"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZNA"	NA
"MEG_2477"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZNB"	NA
"MEG_2478"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZNC"	NA
"MEG_2479"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZRA"	NA
"MEG_2480"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZRB"	NA
"MEG_2481"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"DES"	NA
"MEG_2482"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2483"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2484"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2485"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2486"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2487"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2488"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2489"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2490"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2491"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2492"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2493"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2494"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2495"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2496"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2497"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2498"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2499"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2500"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2501"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2502"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2503"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2504"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2505"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2506"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2507"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2508"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2509"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2510"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2511"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2512"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2513"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2514"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2515"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2516"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2517"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2518"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2519"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2520"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2521"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2522"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2523"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2524"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2525"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2526"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2527"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2528"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2529"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2530"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2531"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2532"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2533"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2534"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2535"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2536"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2537"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2538"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2539"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2540"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2541"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2542"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2543"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2544"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2545"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2546"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2547"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2548"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2549"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2550"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2551"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2552"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2553"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2554"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2555"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2556"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"	NA
"MEG_2557"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2558"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2559"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2560"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2561"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2562"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2563"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2564"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2565"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2566"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2567"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2568"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2569"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2570"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2571"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRB"	NA
"MEG_2572"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRC"	"RequiresSNPConfirmation"
"MEG_2573"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRC"	"RequiresSNPConfirmation"
"MEG_2574"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRD"	NA
"MEG_2575"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRD"	NA
"MEG_2576"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRD"	NA
"MEG_2577"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRE"	NA
"MEG_2578"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRF"	NA
"MEG_2579"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRG"	NA
"MEG_2580"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRI"	NA
"MEG_2581"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRK"	NA
"MEG_2582"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRK"	NA
"MEG_2583"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRK"	NA
"MEG_2584"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2585"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2586"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2587"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2588"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2589"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2590"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2591"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2592"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2593"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2594"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2595"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2596"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2597"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2598"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2599"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2600"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2601"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2602"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2603"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2604"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2605"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2606"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2607"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2608"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2609"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2610"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2611"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2612"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2613"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"	NA
"MEG_2614"	"Drugs"	"Phenicol"	"Phenicol_resistance_MFS_efflux_pumps"	"DHAP"	NA
"MEG_2615"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2616"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2617"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2618"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2619"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2620"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2621"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2622"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2623"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2624"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2625"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2626"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2627"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2628"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2629"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2630"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2631"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2632"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2633"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2634"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2635"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2636"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2637"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2638"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2639"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2640"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2641"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2642"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2643"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2644"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2645"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2646"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR"	"RequiresSNPConfirmation"
"MEG_2647"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFRIII"	"RequiresSNPConfirmation"
"MEG_2648"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"DHT"	NA
"MEG_2649"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"DIM"	NA
"MEG_2650"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DMEF"	NA
"MEG_2651"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DMEF"	NA
"MEG_2652"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	"DMER"	NA
"MEG_2653"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"DNAK"	NA
"MEG_2654"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"DNAK"	NA
"MEG_2655"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPR"	NA
"MEG_2656"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPR"	NA
"MEG_2657"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPR"	NA
"MEG_2658"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPR"	NA
"MEG_2659"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPR"	NA
"MEG_2660"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPR"	NA
"MEG_2661"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPR"	NA
"MEG_2662"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPR"	NA
"MEG_2663"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPSA"	NA
"MEG_2664"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPSA"	NA
"MEG_2665"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPSA"	NA
"MEG_2666"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPSA"	NA
"MEG_2667"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPSA"	NA
"MEG_2668"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPSA"	NA
"MEG_2669"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"DPSA"	NA
"MEG_2670"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"DRRA"	NA
"MEG_2671"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2672"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2673"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2674"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2675"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2676"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2677"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2678"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2679"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2680"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2681"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2682"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2683"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2684"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2685"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2686"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2687"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2688"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"	NA
"MEG_2689"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBB"	NA
"MEG_2690"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBB"	NA
"MEG_2691"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBC"	NA
"MEG_2692"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBC"	NA
"MEG_2693"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"EATAV"	"RequiresSNPConfirmation"
"MEG_2694"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"EATAV"	"RequiresSNPConfirmation"
"MEG_2695"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"EBR"	NA
"MEG_2696"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"EBR"	NA
"MEG_2697"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_SMR_efflux_pump"	"EBRA"	NA
"MEG_2698"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_SMR_efflux_pump"	"EBRB"	NA
"MEG_2699"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"ECV"	NA
"MEG_2700"	"Drugs"	"Cationic_antimicrobial_peptides"	"Edeine_acetyltransferase"	"EDEQ"	NA
"MEG_2701"	"Biocides"	"Acid_resistance"	"Acid_resistance_protein"	"EEFA"	NA
"MEG_2702"	"Biocides"	"Acid_resistance"	"Acid_resistance_protein"	"EEFX"	NA
"MEG_2703"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"EFM"	NA
"MEG_2704"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"EFMA"	NA
"MEG_2705"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"EFPA"	NA
